File Prefix,Item,Data Item,Begin,End,Type,Length,Remarks,Record Type,Version,First Month,Last Month
nissues,17,FHA UPB of Loans 30 days delinquent,102,114,Numeric,13,9(11)v9(2),L,1.1,201209,201306
nissues,18,FHA Percentage of UPB of Loans 30 days delinquent,115,119,Numeric,5,9(3)v9(2),L,1.1,201209,201306
nissues,19,FHA Number of Loans 60 days delinquent,120,125,Numeric,6,9(6),L,1.1,201209,201306
nissues,20,FHA UPB of Loans 60 days delinquent,126,138,Numeric,13,9(11)v9(2),L,1.1,201209,201306
nissues,21,FHA Percentage of UPB of Loans 60 days delinquent,139,143,Numeric,5,9(3)v9(2),L,1.1,201209,201306
nissues,22,FHA Number of Loans 90+ days delinquent,144,149,Numeric,6,9(6),L,1.1,201209,201306
nissues,23,FHA UPB of Loans 90+ days delinquent,150,162,Numeric,13,9(11)v9(2),L,1.1,201209,201306
nissues,24,FHA Percentage of UPB of Loans 90+ days delinquent,163,167,Numeric,5,9(3)v9(2),L,1.1,201209,201306
nissues,25,VA Number of Loans 30 days delinquent,168,173,Numeric,6,9(6),L,1.1,201209,201306
nissues,26,VA UPB of Loans 30 days delinquent,174,186,Numeric,13,9(11)v9(2),L,1.1,201209,201306
nissues,27,VA Percentage of UPB of Loans 30 days delinquent,187,191,Numeric,5,9(3)v9(2),L,1.1,201209,201306
nissues,28,VA Number of Loans 60 days delinquent,192,197,Numeric,6,9(6),L,1.1,201209,201306
nissues,29,VA UPB of Loans 60 days delinquent,198,210,Numeric,13,9(11)v9(2),L,1.1,201209,201306
nissues,30,VA Percentage of UPB of Loans 60 days delinquent,211,215,Numeric,5,9(3)v9(2),L,1.1,201209,201306
nissues,31,VA Number of Loans 90+ days delinquent,216,221,Numeric,6,9(6),L,1.1,201209,201306
nissues,32,VA UPB of Loans 90+ days delinquent,222,234,Numeric,13,9(11)v9(2),L,1.1,201209,201306
nissues,33,VA Percentage of UPB of Loans 90+ days delinquent,235,239,Numeric,5,9(3)v9(2),L,1.1,201209,201306
nissues,34,RD Number of Loans 30 days delinquent,240,245,Numeric,6,9(6),L,1.1,201209,201306
nissues,35,RD UPB of Loans 30 days delinquent,246,258,Numeric,13,9(11)v9(2),L,1.1,201209,201306
nissues,37,RD Number of Loans 60 days delinquent,264,269,Numeric,6,9(6),L,1.1,201209,201306
nissues,38,RD UPB of Loans 60 days delinquent,270,282,Numeric,13,9(11)v9(2),L,1.1,201209,201306
nissues,39,RD Percentage of UPB of Loans 60 days delinquent,283,287,Numeric,5,9(3)v9(2),L,1.1,201209,201306
nissues,40,RD Number of Loans 90+ days delinquent,288,293,Numeric,6,9(6),L,1.1,201209,201306
nissues,41,RD UPB of Loans 90+ days delinquent,294,306,Numeric,13,9(11)v9(2),L,1.1,201209,201306
nissues,42,RD Percentage of UPB of Loans 90+ days delinquent,307,311,Numeric,5,9(3)v9(2),L,1.1,201209,201306
nissues,43,PIH Number of Loans 30 days delinquent,312,317,Numeric,6,9(6),L,1.1,201209,201306
nissues,44,PIH UPB of Loans 30 days delinquent,318,330,Numeric,13,9(11)v9(2),L,1.1,201209,201306
nissues,45,PIH Percentage of UPB of Loans 30 days delinquent,331,335,Numeric,5,9(3)v9(2),L,1.1,201209,201306
nissues,46,PIH Number of Loans 60 days delinquent,336,341,Numeric,6,9(6),L,1.1,201209,201306
nissues,47,PIH UPB of Loans 60 days delinquent,342,354,Numeric,13,9(11)v9(2),L,1.1,201209,201306
nissues,48,PIH Percentage of UPB of Loans 60 days delinquent,355,359,Numeric,5,9(3)v9(2),L,1.1,201209,201306
nissues,49,PIH Number of Loans 90+ days delinquent,360,365,Numeric,6,9(6),L,1.1,201209,201306
nissues,50,PIH UPB of Loans 90+ days delinquent,366,378,Numeric,13,9(11)v9(2),L,1.1,201209,201306
nissues,51,PIH Percentage of UPB of Loans 90+ days delinquent,379,383,Numeric,5,9(3)v9(2),L,1.1,201209,201306
nissues,52,As-Of Date (CCYYMM),384,389,Numeric,6,9(6),L,1.1,201209,201306
nissues,1,CUSIP,1,9,Character,9,X(9),F,1.1,201209,201306
nissues,2,Pool Number,10,15,Character,6,X(6),F,1.1,201209,201306
nissues,3,"Pool Indicator (X, C, or M)",16,16,Character,1,X,F,1.1,201209,201306
nissues,4,Pool Type,17,18,Character,2,X(2),F,1.1,201209,201306
nissues,5,Record Type F,19,19,Character,1,X,F,1.1,201209,201306
nissues,6,Issuer,20,23,Numeric,4,9(4),F,1.1,201209,201306
nissues,7,MIP 100 Number of Loans,24,29,Numeric,6,9(6),F,1.1,201209,201306
nissues,8,MIP 100 UPB of Loans,30,42,Numeric,13,9(11)v9(2),F,1.1,201209,201306
nissues,9,MIP 100 % of Pool UPB,43,47,Numeric,5,9(3)v9(2),F,1.1,201209,201306
nissues,10,MIP 125 Number of Loans,48,53,Numeric,6,9(6),F,1.1,201209,201306
nissues,11,MIP 125 UPB of Loans,54,66,Numeric,13,9(11)v9(2),F,1.1,201209,201306
nissues,12,MIP 125 % of Pool UPB,67,71,Numeric,5,9(3)v9(2),F,1.1,201209,201306
nissues,13,MIP 150 Number of Loans,72,77,Numeric,6,9(6),F,1.1,201209,201306
nissues,14,MIP 150 UPB of Loans,78,90,Numeric,13,9(11)v9(2),F,1.1,201209,201306
nissues,15,MIP 150 % of Pool UPB,91,95,Numeric,5,9(3)v9(2),F,1.1,201209,201306
nissues,16,MIP 175 Number of Loans,96,101,Numeric,6,9(6),F,1.1,201209,201306
nissues,17,MIP 175 UPB of Loans,102,114,Numeric,13,9(11)v9(2),F,1.1,201209,201306
nissues,18,MIP 175 % of Pool UPB,115,119,Numeric,5,9(3)v9(2),F,1.1,201209,201306
nissues,19,MIP 200 Number of Loans,120,125,Numeric,6,9(6),F,1.1,201209,201306
nissues,20,MIP 200 UPB of Loans,126,138,Numeric,13,9(11)v9(2),F,1.1,201209,201306
nissues,21,MIP 200 % of Pool UPB,139,143,Numeric,5,9(3)v9(2),F,1.1,201209,201306
nissues,22,MIP 225 Number of Loans,144,149,Numeric,6,9(6),F,1.1,201209,201306
nissues,23,MIP 225 UPB of Loans,150,162,Numeric,13,9(11)v9(2),F,1.1,201209,201306
nissues,24,MIP 225 % of Pool UPB,163,167,Numeric,5,9(3)v9(2),F,1.1,201209,201306
nissues,25,MIP Not Available Number of Loans,168,173,Numeric,6,9(6),F,1.1,201209,201306
nissues,26,MIP Not Available UPB of Loans,174,186,Numeric,13,9(11)v9(2),F,1.1,201209,201306
nissues,27,MIP Not Available % of Pool UPB,187,191,Numeric,5,9(3)v9(2),F,1.1,201209,201306
nissues,28,MIP 25 Number of Loans,192,197,Numeric,6,9(6),F,1.1,201209,201306
nissues,29,MIP 25 UPB of Loans,198,210,Numeric,13,9(11)v9(2),F,1.1,201209,201306
nissues,31,MIP 35 Number of Loans,216,221,Numeric,6,9(6),F,1.1,201209,201306
nissues,32,MIP 35 UPB of Loans,222,234,Numeric,13,9(11)v9(2),F,1.1,201209,201306
nissues,33,MIP 35 % of Pool UPB,235,239,Numeric,5,9(3)v9(2),F,1.1,201209,201306
nissues,34,MIP 50 Number of Loans,240,245,Numeric,6,9(6),F,1.1,201209,201306
nissues,35,MIP 50 UPB of Loans,246,258,Numeric,13,9(11)v9(2),F,1.1,201209,201306
nissues,36,MIP 50 % of Pool UPB,259,263,Numeric,5,9(3)v9(2),F,1.1,201209,201306
nissues,37,MIP 55 Number of Loans,264,269,Numeric,6,9(6),F,1.1,201209,201306
nissues,38,MIP 55 UPB of Loans,270,282,Numeric,13,9(11)v9(2),F,1.1,201209,201306
nissues,39,MIP 55 % of Pool UPB,283,287,Numeric,5,9(3)v9(2),F,1.1,201209,201306
nissues,40,MIP 60 Number of Loans,288,293,Numeric,6,9(6),F,1.1,201209,201306
nissues,41,MIP 60 UPB of Loans,294,306,Numeric,13,9(11)v9(2),F,1.1,201209,201306
nissues,42,MIP 60 % of Pool UPB,307,311,Numeric,5,9(3)v9(2),F,1.1,201209,201306
nissues,43,MIP 85 Number of Loans,312,317,Numeric,6,9(6),F,1.1,201209,201306
nissues,44,MIP 85 UPB of Loans,318,330,Numeric,13,9(11)v9(2),F,1.1,201209,201306
nissues,45,MIP 85 % of Pool UPB,331,335,Numeric,5,9(3)v9(2),F,1.1,201209,201306
nissues,46,MIP 90 Number of Loans,336,341,Numeric,6,9(6),F,1.1,201209,201306
nissues,47,MIP 90 UPB of Loans,342,354,Numeric,13,9(11)v9(2),F,1.1,201209,201306
nissues,48,MIP 90 % of Pool UPB,355,359,Numeric,5,9(3)v9(2),F,1.1,201209,201306
nissues,49,MIP 110 Number of Loans,360,365,Numeric,6,9(6),F,1.1,201209,201306
nissues,50,MIP 110 UPB of Loans,366,378,Numeric,13,9(11)v9(2),F,1.1,201209,201306
nissues,51,MIP 110 % of Pool UPB,379,383,Numeric,5,9(3)v9(2),F,1.1,201209,201306
nissues,52,MIP 115 Number of Loans,384,389,Numeric,6,9(6),F,1.1,201209,201306
nissues,53,MIP 115 UPB of Loans,390,402,Numeric,13,9(11)v9(2),F,1.1,201209,201306
nissues,54,MIP 115 % of Pool UPB,403,407,Numeric,5,9(3)v9(2),F,1.1,201209,201306
nissues,55,MIP 120 Number of Loans,408,413,Numeric,6,9(6),F,1.1,201209,201306
nissues,56,MIP 120 UPB of Loans,414,426,Numeric,13,9(11)v9(2),F,1.1,201209,201306
nissues,57,MIP 120 % of Pool UPB,427,431,Numeric,5,9(3)v9(2),F,1.1,201209,201306
nissues,58,MIP 125 Number of Loans,432,437,Numeric,6,9(6),F,1.1,201209,201306
nissues,59,MIP 125 UPB of Loans,438,450,Numeric,13,9(11)v9(2),F,1.1,201209,201306
nissues,60,MIP 125 % of Pool UPB,451,455,Numeric,5,9(3)v9(2),F,1.1,201209,201306
nissues,61,MIP 145 Number of Loans,456,461,Numeric,6,9(6),F,1.1,201209,201306
nissues,62,MIP 145 UPB of Loans,462,474,Numeric,13,9(11)v9(2),F,1.1,201209,201306
nissues,63,MIP 145 % of Pool UPB,475,479,Numeric,5,9(3)v9(2),F,1.1,201209,201306
nissues,64,MIP 150 Number of Loans,480,485,Numeric,6,9(6),F,1.1,201209,201306
nissues,65,MIP 150 UPB of Loans,486,498,Numeric,13,9(11)v9(2),F,1.1,201209,201306
nissues,66,MIP 150 % of Pool UPB,499,503,Numeric,5,9(3)v9(2),F,1.1,201209,201306
nissues,67,MIP Not Available Number of Loans,504,509,Numeric,6,9(6),F,1.1,201209,201306
nissues,68,MIP Not Available UPB of Loans,510,522,Numeric,13,9(11)v9(2),F,1.1,201209,201306
nissues,69,MIP Not Available % of Pool UPB,523,527,Numeric,5,9(3)v9(2),F,1.1,201209,201306
nissues,70,First Time Homebuyer Number of Loans,528,533,Numeric,6,9(6),F,1.1,201209,201306
nissues,71,First Time Homebuyer UPB,534,546,Numeric,13,9(11)v9(2),F,1.1,201209,201306
nissues,72,First Time Homebuyer % of UPB,547,551,Numeric,5,9(3)v9(2),F,1.1,201209,201306
nissues,73,Not First Time Homebuyer Number of Loans,552,557,Numeric,6,9(6),F,1.1,201209,201306
nissues,74,Not First Time Homebuyer UPB,558,570,Numeric,13,9(11)v9(2),F,1.1,201209,201306
nissues,75,Not First Time Homebuyer % of UPB,571,575,Numeric,5,9(3)v9(2),F,1.1,201209,201306
nissues,76,"First Time Homebuyer Not Available Numberof Loans",576,581,Numeric,6,9(6),F,1.1,201209,201306
nissues,77,First Time Homebuyer Not Available UPB,582,594,Numeric,13,9(11)v9(2),F,1.1,201209,201306
nissues,78,"First Time Homebuyer Not Available % ofUPB",595,599,Numeric,5,9(3)v9(2),F,1.1,201209,201306
nissues,79,Broker Number of Loans,600,605,Numeric,6,9(6),F,1.1,201209,201306
nissues,80,Broker UPB of Loans,606,618,Numeric,13,9(11)v9(2),F,1.1,201209,201306
nissues,81,Broker % of Total UPB,619,623,Numeric,5,9(3)v9(2),F,1.1,201209,201306
nissues,82,Correspondent Number of Loans,624,629,Numeric,6,9(6),F,1.1,201209,201306
nissues,83,Correspondent UPB of Loans,630,642,Numeric,13,9(11)v9(2),F,1.1,201209,201306
nissues,84,Correspondent % of Total UPB,643,647,Numeric,5,9(3)v9(2),F,1.1,201209,201306
nissues,85,Retail Number of Loans,648,653,Numeric,6,9(6),F,1.1,201209,201306
nissues,86,Retail UPB of Loans,654,666,Numeric,13,9(11)v9(2),F,1.1,201209,201306
nissues,87,Retail % of Total UPB,667,671,Numeric,5,9(3)v9(2),F,1.1,201209,201306
nissues,88,"Origination Type Not Available Number ofLoans",672,677,Numeric,6,9(6),F,1.1,201209,201306
nissues,89,"Origination Type Not Available UPB ofLoans",678,690,Numeric,13,9(11)v9(2),F,1.1,201209,201306
nissues,90,"Origination Type Not Available % of TotalUPB",691,695,Numeric,5,9(3)v9(2),F,1.1,201209,201306
nissues,91,Filler,696,883,Character,188,X(188),F,1.1,201209,201306
nissues,92,As-Of Date (CCYYMM),884,889,Numeric,6,9(6),F,1.1,201209,201306
nissues,1,CUSIP Number,1,9,Character,9,X(9),D,1.3,201307,201503
nissues,2,Pool Number,10,15,Character,6,X(6),D,1.3,201307,201503
nissues,3,"Pool Indicator (X, C, or M)",16,16,Character,1,X,D,1.3,201307,201503
nissues,4,Pool Type,17,18,Character,2,X(2),D,1.3,201307,201503
nissues,5,Record Type (D=Pool Details),19,19,Character,1,X,D,1.3,201307,201503
nissues,6,Pool Interest Rate (Security interest rate),20,24,Numeric,5,9(2)v9(3),D,1.3,201307,201503
nissues,7,Pool Issue Date,25,32,Numeric,8,9(8),D,1.3,201307,201503
nissues,8,Pool Maturity Date,33,40,Numeric,8,9(8),D,1.3,201307,201503
nissues,9,Original Aggregate Amount,41,55,Numeric,15,9(13)v9(2),D,1.3,201307,201503
nissues,10,Issuer Number,56,59,Numeric,4,9(4),D,1.3,201307,201503
nissues,11,Issuer Name,60,99,Character,40,X(40),D,1.3,201307,201503
nissues,12,Security Margin (ARM pools only),100,103,Numeric,4,9(1)v9(3),D,1.3,201307,201503
nissues,13,Interest Adjustment Date (ARM pools only),104,111,Numeric,8,9(8),D,1.3,201307,201503
nissues,14,Payment Adjustment Date (ARM pools only),112,119,Numeric,8,9(8),D,1.3,201307,201503
nissues,15,Number of loans in pool,120,125,Numeric,6,9(6),D,1.3,201307,201503
nissues,16,Average Original Loan Size (AOLS),126,133,Numeric,8,9(6)v9(2),D,1.3,201307,201503
nissues,17,Maximum AOLS (Q4),134,141,Numeric,8,9(6)v9(2),D,1.3,201307,201503
nissues,18,75th Percentile AOLS (Q3),142,149,Numeric,8,9(6)v9(2),D,1.3,201307,201503
nissues,19,Median AOLS (Q2),150,157,Numeric,8,9(6)v9(2),D,1.3,201307,201503
nissues,20,25th Percentile AOLS (Q1),158,165,Numeric,8,9(6)v9(2),D,1.3,201307,201503
nissues,21,Minimum AOLS (Q0),166,173,Numeric,8,9(6)v9(2),D,1.3,201307,201503
nissues,22,WAC,174,178,Numeric,5,9(2)v9(3),D,1.3,201307,201503
nissues,23,Maximum WAC (Q4),179,183,Numeric,5,9(2)v9(3),D,1.3,201307,201503
nissues,24,75th Percentile WAC (Q3),184,188,Numeric,5,9(2)v9(3),D,1.3,201307,201503
nissues,25,Median WAC (Q2),189,193,Numeric,5,9(2)v9(3),D,1.3,201307,201503
nissues,26,25th Percentile WAC (Q1),194,198,Numeric,5,9(2)v9(3),D,1.3,201307,201503
nissues,27,Minimum WAC (Q0),199,203,Numeric,5,9(2)v9(3),D,1.3,201307,201503
nissues,28,WARM,204,206,Numeric,3,9(3),D,1.3,201307,201503
nissues,29,Maximum WARM (Q4),207,209,Numeric,3,9(3),D,1.3,201307,201503
nissues,30,75th Percentile WARM (Q3),210,212,Numeric,3,9(3),D,1.3,201307,201503
nissues,31,Median WARM (Q2),213,215,Numeric,3,9(3),D,1.3,201307,201503
nissues,32,25th Percentile WARM (Q1),216,218,Numeric,3,9(3),D,1.3,201307,201503
nissues,33,Minimum WARM (Q0),219,221,Numeric,3,9(3),D,1.3,201307,201503
nissues,34,WALA,222,224,Numeric,3,9(3),D,1.3,201307,201503
nissues,35,Maximum WALA (Q4),225,227,Numeric,3,9(3),D,1.3,201307,201503
nissues,36,75th Percentile WALA (Q3),228,230,Numeric,3,9(3),D,1.3,201307,201503
nissues,37,Median WALA (Q2),231,233,Numeric,3,9(3),D,1.3,201307,201503
nissues,38,25th Percentile WALA (Q1),234,236,Numeric,3,9(3),D,1.3,201307,201503
nissues,39,Minimum WALA (Q0),237,239,Numeric,3,9(3),D,1.3,201307,201503
nissues,40,WAOLT,240,242,Numeric,3,9(3),D,1.3,201307,201503
nissues,41,Maximum WAOLT (Q4),243,245,Numeric,3,9(3),D,1.3,201307,201503
nissues,42,75th Percentile WAOLT (Q3),246,248,Numeric,3,9(3),D,1.3,201307,201503
nissues,43,Median WAOLT (Q2),249,251,Numeric,3,9(3),D,1.3,201307,201503
nissues,44,25th Percentile WAOLT (Q1),252,254,Numeric,3,9(3),D,1.3,201307,201503
nissues,45,Minimum WAOLT (Q0),255,257,Numeric,3,9(3),D,1.3,201307,201503
nissues,46,WAGM (AR pool type only),258,262,Numeric,5,9(2)v9(3),D,1.3,201307,201503
nissues,47,Maximum WAGM (Q4),263,267,Numeric,5,9(2)v9(3),D,1.3,201307,201503
nissues,49,Median WAGM (Q2),273,277,Numeric,5,9(2)v9(3),D,1.3,201307,201503
nissues,50,25th Percentile WAGM (Q1),278,282,Numeric,5,9(2)v9(3),D,1.3,201307,201503
nissues,51,Minimum WAGM (Q0),283,287,Numeric,5,9(2)v9(3),D,1.3,201307,201503
nissues,52,Weighted Average Original LTV,288,290,Numeric,3,9(3),D,1.3,201307,201503
nissues,53,Maximum LTV (Q4),291,293,Numeric,3,9(3),D,1.3,201307,201503
nissues,54,75th Percentile LTV (Q3),294,296,Numeric,3,9(3),D,1.3,201307,201503
nissues,55,Median LTV (Q2),297,299,Numeric,3,9(3),D,1.3,201307,201503
nissues,56,25th Percentile LTV (Q1),300,302,Numeric,3,9(3),D,1.3,201307,201503
nissues,57,Minimum LTV (Q0),303,305,Numeric,3,9(3),D,1.3,201307,201503
nissues,58,LTV Not Available – Number of loans,306,311,Numeric,6,9(6),D,1.3,201307,201503
nissues,59,LTV Not Available – UPB,312,324,Numeric,13,9(11)v9(2),D,1.3,201307,201503
nissues,60,LTV Not Available – % of UPB,325,329,Numeric,5,9(3)v9(2),D,1.3,201307,201503
nissues,61,Purchase Number Of Loans,330,335,Numeric,6,9(6),D,1.3,201307,201503
nissues,62,Purchase UPB,336,348,Numeric,13,9(11)v9(2),D,1.3,201307,201503
nissues,63,Purchase % of UPB,349,353,Numeric,5,9(3)v9(2),D,1.3,201307,201503
nissues,64,Refinance Number of Loans,354,359,Numeric,6,9(6),D,1.3,201307,201503
nissues,65,Refinance UPB,360,372,Numeric,13,9(11)v9(2),D,1.3,201307,201503
nissues,66,Refinance % of UPB,373,377,Numeric,5,9(3)v9(2),D,1.3,201307,201503
nissues,67,HAMP Modified Number of Loans,378,383,Numeric,6,9(6),D,1.3,201307,201503
nissues,68,HAMP Modified UPB,384,396,Numeric,13,9(11)v9(2),D,1.3,201307,201503
nissues,69,HAMP Modified % of Total UPB,397,401,Numeric,5,9(3)v9(2),D,1.3,201307,201503
nissues,70,Non-HAMP Modified Number of Loans,402,407,Numeric,6,9(6),D,1.3,201307,201503
nissues,71,Non-HAMP Modified UPB,408,420,Numeric,13,9(11)v9(2),D,1.3,201307,201503
nissues,72,Non-HAMP Modified % of Total UPB,421,425,Numeric,5,9(3)v9(2),D,1.3,201307,201503
nissues,73,Loan Purpose Not Available Number of Loans,426,431,Numeric,6,9(6),D,1.3,201307,201503
nissues,74,Loan Purpose Not Available UPB,432,444,Numeric,13,9(11)v9(2),D,1.3,201307,201503
nissues,75,Loan Purpose Not Available % of UPB,445,449,Numeric,5,9(3)v9(2),D,1.3,201307,201503
nissues,76,Weighted Average Original CLTV,450,452,Numeric,3,9(3),D,1.3,201307,201503
nissues,77,Maximum CLTV (Q4),453,455,Numeric,3,9(3),D,1.3,201307,201503
nissues,78,75th Percentile CLTV (Q3),456,458,Numeric,3,9(3),D,1.3,201307,201503
nissues,79,Median CLTV (Q2),459,461,Numeric,3,9(3),D,1.3,201307,201503
nissues,80,25th Percentile CLTV (Q1),462,464,Numeric,3,9(3),D,1.3,201307,201503
nissues,81,Minimum CLTV (Q0),465,467,Numeric,3,9(3),D,1.3,201307,201503
nissues,82,Weighted Average Original Loan Size,468,475,Numeric,8,9(6)v(2),D,1.3,201307,201503
nissues,83,Reserved (Filler),476,481,Numeric,6,9(6),D,1.3,201307,201503
nissues,84,Reserved (Filler),482,488,Numeric,7,9(7),D,1.3,201307,201503
nissues,85,Reserved (Filler),489,495,Numeric,7,9(7),D,1.3,201307,201503
nissues,86,Reserved (Filler),496,502,Numeric,7,9(7),D,1.3,201307,201503
nissues,87,Reserved (Filler),503,509,Numeric,7,9(7),D,1.3,201307,201503
nissues,88,Reserved (Filler),510,515,Numeric,6,9(6),D,1.3,201307,201503
nissues,89,Reserved (Filler),516,528,Numeric,13,9(11)v9(2),D,1.3,201307,201503
nissues,90,Reserved (Filler),529,533,Numeric,5,9(3)v9(2),D,1.3,201307,201503
nissues,91,1 Unit Number of Loans,534,539,Numeric,6,9(6),D,1.3,201307,201503
nissues,92,1 Unit UPB,540,552,Numeric,13,9(11)v9(2),D,1.3,201307,201503
nissues,93,1 Unit % of UPB,553,557,Numeric,5,9(3)v9(2),D,1.3,201307,201503
nissues,94,2 – 4 Units Number of Loans,558,563,Numeric,6,9(6),D,1.3,201307,201503
nissues,95,2 – 4 Units UPB,564,576,Numeric,13,9(11)v9(2),D,1.3,201307,201503
nissues,96,2 – 4 Units % of UPB,577,581,Numeric,5,9(3)v9(2),D,1.3,201307,201503
nissues,97,Property Type Not Available Number of Loans,582,587,Numeric,6,9(6),D,1.3,201307,201503
nissues,98,Property Type Not Available UPB,588,600,Numeric,13,9(11)v9(2),D,1.3,201307,201503
nissues,99,Property Type Not Available % of UPB,601,605,Numeric,5,9(3)v9(2),D,1.3,201307,201503
nissues,100,Pool UPB,606,620,Numeric,15,9(13)v9(2),D,1.3,201307,201503
nissues,101,As-Of Date (CCYYMM),630,635,Numeric,6,9(6),D,1.3,201307,201503
nissues,1,CUSIP Number,1,9,Character,9,X(9),I,1.3,201307,201503
nissues,2,Pool Number,10,15,Character,6,X(6),I,1.3,201307,201503
nissues,3,Pool Indicator ( M),16,16,Character,1,X,I,1.3,201307,201503
nissues,4,Pool Type,17,18,Character,2,X(2),I,1.3,201307,201503
nissues,5,Record Type (I = Issuer),19,19,Character,1,X,I,1.3,201307,201503
nissues,6,Issuer Number,20,23,Character,4,X(4),I,1.3,201307,201503
nissues,7,Issuer Name,24,63,Character,40,X(40),I,1.3,201307,201503
nissues,8,Number of Loans,64,69,Numeric,6,9(6),I,1.3,201307,201503
nissues,9,Issuer’s UPB in Multiple Issuer Pool,70,82,Numeric,13,9(11)v9(2),I,1.3,201307,201503
nissues,10,Issuer’s Percentage of Multiple Issuer Pool,83,87,Numeric,5,9(3)v9(2),I,1.3,201307,201503
nissues,11,As-Of Date (CCYYMM),88,93,Numeric,6,9(6),I,1.3,201307,201503
nissues,1,CUSIP Number,1,9,Character,9,X(9),O,1.3,201307,201503
nissues,2,Pool Number,10,15,Character,6,X(6),O,1.3,201307,201503
nissues,3,"Pool Indicator (X, C or M)",16,16,Character,1,X,O,1.3,201307,201503
nissues,4,Pool Type,17,18,Character,2,X(2),O,1.3,201307,201503
nissues,5,Record Type (O = Origination Year),19,19,Character,1,X,O,1.3,201307,201503
nissues,6,Origination Year 1,20,23,Numeric,4,9(4),O,1.3,201307,201503
nissues,7,Unpaid Principal Balance for Origination Year 1,24,36,Numeric,13,9(11)v9(2),O,1.3,201307,201503
nissues,8,Percent of UPB for Origination Year 1,37,41,Numeric,5,9(3)v9(2),O,1.3,201307,201503
nissues,9,Number of Loans for Origination Year 1,42,47,Numeric,6,9(6),O,1.3,201307,201503
nissues,10,Percent of Loans for Origination Year 1,48,52,Numeric,5,9(3)v9(2),O,1.3,201307,201503
nissues,11,Origination Year 2,53,56,Numeric,4,9(4),O,1.3,201307,201503
nissues,12,Unpaid Principal Balance for Origination Year 2,57,69,Numeric,13,9(11)v9(2),O,1.3,201307,201503
nissues,13,Percent of UPB for Origination Year 2,70,74,Numeric,5,9(3)v9(2),O,1.3,201307,201503
nissues,14,Number of Loans for Origination Year 2,75,80,Numeric,6,9(6),O,1.3,201307,201503
nissues,15,Percent of Loans for Origination Year 2,81,85,Numeric,5,9(3)v9(2),O,1.3,201307,201503
nissues,16,Origination Year 3,86,89,Numeric,4,9(4),O,1.3,201307,201503
nissues,17,Unpaid Principal Balance for Origination Year 3,90,102,Numeric,13,9(11)v9(2),O,1.3,201307,201503
nissues,18,Percent of UPB for Origination Year 3,103,107,Numeric,5,9(3)v9(2),O,1.3,201307,201503
nissues,19,Number of Loans for Origination Year 3,108,113,Numeric,6,9(6),O,1.3,201307,201503
nissues,20,Percent of Loans for Origination Year 3,114,118,Numeric,5,9(3)v9(2),O,1.3,201307,201503
nissues,21,Origination Year 4,119,122,Numeric,4,9(4),O,1.3,201307,201503
nissues,22,Unpaid Principal Balance for Origination Year 4,123,135,Numeric,13,9(11)v9(2),O,1.3,201307,201503
nissues,23,Percent of UPB for Origination Year 4,136,140,Numeric,5,9(3)v9(2),O,1.3,201307,201503
nissues,24,Number of Loans for Origination Year 4,141,146,Numeric,6,9(6),O,1.3,201307,201503
nissues,25,Percent of Loans for Origination Year 4,147,151,Numeric,5,9(3)v9(2),O,1.3,201307,201503
nissues,26,Origination Year All Others,152,155,Character,4,X(4),O,1.3,201307,201503
nissues,27,Unpaid Principal Balance for Origination Year Others,156,168,Numeric,13,9(11)v9(2),O,1.3,201307,201503
nissues,28,Percent of UPB for Origination Year All Others,169,173,Numeric,5,9(3)v9(2),O,1.3,201307,201503
nissues,29,Number of Loans for Origination Year All Others,174,179,Numeric,6,9(6),O,1.3,201307,201503
nissues,30,Percent of Loans for Origination Year All Others,180,184,Numeric,5,9(3)v9(2),O,1.3,201307,201503
nissues,31,As-Of Date (CCYYMM),185,190,Numeric,6,9(6),O,1.3,201307,201503
nissues,1,CUSIP Number,1,9,Character,9,X(9),S,1.3,201307,201503
nissues,2,Pool Number,10,15,Character,6,X(6),S,1.3,201307,201503
nissues,3,"Pool Indicator (X, C or M)",16,16,Character,1,X,S,1.3,201307,201503
nissues,4,Pool Type,17,18,Character,2,X(2),S,1.3,201307,201503
nissues,5,Record Type (S = State Distribution),19,19,Character,1,X,S,1.3,201307,201503
nissues,6,State Abbreviation,20,21,Character,2,X(2),S,1.3,201307,201503
nissues,7,Current Security Balance for State,22,34,Numeric,13,9(11)v9(2),S,1.3,201307,201503
nissues,8,Balance as a Percent,35,39,Numeric,5,9(3)v9(2),S,1.3,201307,201503
nissues,9,Number of Loans for State,40,45,Numeric,6,9(6),S,1.3,201307,201503
nissues,10,Number of Loans as a Percent,46,50,Numeric,5,9(3)v9(2),S,1.3,201307,201503
nissues,11,Total Loans,51,56,Numeric,6,9(6),S,1.3,201307,201503
nissues,12,Original Balance for State,57,69,Numeric,13,9(11)v9(2),S,1.3,201307,201503
nissues,13,As-Of Date (CCYYMM),70,75,Numeric,6,9(6),S,1.3,201307,201503
nissues,1,CUSIP Number,1,9,Character,9,X(9),V,1.3,201307,201503
nissues,2,Pool Number,10,15,Character,6,X(6),V,1.3,201307,201503
nissues,3,"Pool Indicator (X, C, or M)",16,16,Character,1,X,V,1.3,201307,201503
nissues,4,Pool Type,17,18,Character,2,X(2),V,1.3,201307,201503
nissues,5,Record Type (V = Various Data),19,19,Character,1,X,V,1.3,201307,201503
